CIPCODE,CIPDESC,CREDLEV,CREDDESC,Duplicate
4302,Fire Protection.,1,Undergraduate Certificate or Diploma,43021
4302,Fire Protection.,2,Associate's Degree,43022
4399,"Homeland Security, Law Enforcement, Firefighting and Related Protective Services, Other.",2,Associate's Degree,43992
5004,Design and Applied Arts.,1,Undergraduate Certificate or Diploma,50041
5004,Design and Applied Arts.,2,Associate's Degree,50042
5009,Music.,2,Associate's Degree,50092
5108,Allied Health and Medical Assisting Services.,1,Undergraduate Certificate or Diploma,51081
5108,Allied Health and Medical Assisting Services.,2,Associate's Degree,51082
5109,"Allied Health Diagnostic, Intervention, and Treatment Professions.",2,Associate's Degree,51092
5203,Accounting and Related Services.,2,Associate's Degree,52032
1304,Educational Administration and Supervision.,2,Associate's Degree,13042
1304,Educational Administration and Supervision.,3,Bachelors Degree,13043
1312,"Teacher Education and Professional Development, Specific Levels and Methods.",2,Associate's Degree,13122
3017,Behavioral Sciences.,3,Bachelors Degree,30173
3017,Behavioral Sciences.,4,Post-baccalaureate Certificate,30174
4301,Criminal Justice and Corrections.,4,Post-baccalaureate Certificate,43014
5111,Health/Medical Preparatory Programs.,2,Associate's Degree,51112
1104,Information Science/Studies.,2,Associate's Degree,11042
1104,Information Science/Studies.,5,Master's Degree,11045
1110,Computer/Information Technology Administration and Management.,3,Bachelors Degree,11103
2203,Legal Support Services.,2,Associate's Degree,22032
2203,Legal Support Services.,3,Bachelors Degree,22033
3906,Theological and Ministerial Studies.,7,First Professional Degree,39067
5201,"Business/Commerce, General.",2,Associate's Degree,52012
1108,Computer Software and Media Applications.,1,Undergraduate Certificate or Diploma,11081
1512,Computer Engineering Technologies/Technicians.,1,Undergraduate Certificate or Diploma,15121
2203,Legal Support Services.,1,Undergraduate Certificate or Diploma,22031
2401,"Liberal Arts and Sciences, General Studies and Humanities.",1,Undergraduate Certificate or Diploma,24011
4706,Vehicle Maintenance and Repair Technologies.,1,Undergraduate Certificate or Diploma,47061
4706,Vehicle Maintenance and Repair Technologies.,2,Associate's Degree,47062
5107,Health and Medical Administrative Services.,1,Undergraduate Certificate or Diploma,51071
106,Applied Horticulture and Horticultural Business Services.,1,Undergraduate Certificate or Diploma,1061
106,Applied Horticulture and Horticultural Business Services.,2,Associate's Degree,1062
1003,Graphic Communications.,1,Undergraduate Certificate or Diploma,10031
1003,Graphic Communications.,2,Associate's Degree,10032
1505,Environmental Control Technologies/Technicians.,1,Undergraduate Certificate or Diploma,15051
1508,Mechanical Engineering Related Technologies/Technicians.,1,Undergraduate Certificate or Diploma,15081
1905,"Foods, Nutrition, and Related Services.",1,Undergraduate Certificate or Diploma,19051
3103,"Parks, Recreation and Leisure Facilities Management.",1,Undergraduate Certificate or Diploma,31031
3103,"Parks, Recreation and Leisure Facilities Management.",2,Associate's Degree,31032
4103,Physical Science Technologies/Technicians.,1,Undergraduate Certificate or Diploma,41031
4601,Mason/Masonry.,1,Undergraduate Certificate or Diploma,46011
4602,Carpenters.,1,Undergraduate Certificate or Diploma,46021
4603,Electrical and Power Transmission Installers.,1,Undergraduate Certificate or Diploma,46031
4604,"Building/Construction Finishing, Management, and Inspection.",1,Undergraduate Certificate or Diploma,46041
4703,Heavy/Industrial Equipment Maintenance Technologies.,1,Undergraduate Certificate or Diploma,47031
4703,Heavy/Industrial Equipment Maintenance Technologies.,2,Associate's Degree,47032
4704,Precision Systems Maintenance and Repair Technologies.,1,Undergraduate Certificate or Diploma,47041
4799,"Mechanic and Repair Technologies/Technicians, Other.",1,Undergraduate Certificate or Diploma,47991
4803,Leatherworking and Upholstery.,1,Undergraduate Certificate or Diploma,48031
4807,Woodworking.,1,Undergraduate Certificate or Diploma,48071
4902,Ground Transportation.,1,Undergraduate Certificate or Diploma,49021
5007,Fine and Studio Arts.,1,Undergraduate Certificate or Diploma,50071
5106,Dental Support Services and Allied Professions.,2,Associate's Degree,51062
5126,Health Aides/Attendants/Orderlies.,1,Undergraduate Certificate or Diploma,51261
5201,"Business/Commerce, General.",1,Undergraduate Certificate or Diploma,52011
5209,Hospitality Administration/Management.,1,Undergraduate Certificate or Diploma,52091
5209,Hospitality Administration/Management.,2,Associate's Degree,52092
5215,Real Estate.,1,Undergraduate Certificate or Diploma,52151
5219,"Specialized Sales, Merchandising and Marketing Operations.",1,Undergraduate Certificate or Diploma,52191
2200,Non-Professional General Legal Studies (Undergraduate).,2,Associate's Degree,22002
2200,Non-Professional General Legal Studies (Undergraduate).,3,Bachelors Degree,22003
2299,"Legal Professions and Studies, Other.",2,Associate's Degree,22992
2299,"Legal Professions and Studies, Other.",3,Bachelors Degree,22993
2399,"English Language and Literature/Letters, Other.",5,Master's Degree,23995
2401,"Liberal Arts and Sciences, General Studies and Humanities.",6,Doctoral Degree,24016
2601,"Biology, General.",2,Associate's Degree,26012
2602,"Biochemistry, Biophysics and Molecular Biology.",3,Bachelors Degree,26023
3028,Dispute Resolution.,5,Master's Degree,30285
3906,Theological and Ministerial Studies.,3,Bachelors Degree,39063
4228,"Clinical, Counseling and Applied Psychology.",3,Bachelors Degree,42283
4299,"Psychology, Other.",3,Bachelors Degree,42993
5111,Health/Medical Preparatory Programs.,3,Bachelors Degree,51113
5115,Mental and Social Health Services and Allied Professions.,3,Bachelors Degree,51153
5210,Human Resources Management and Services.,2,Associate's Degree,52102
103,Agricultural Production Operations.,1,Undergraduate Certificate or Diploma,1031
999,"Communication, Journalism, and Related Programs, Other.",2,Associate's Degree,9992
1502,Civil Engineering Technologies/Technicians.,1,Undergraduate Certificate or Diploma,15021
1502,Civil Engineering Technologies/Technicians.,2,Associate's Degree,15022
1503,Electrical Engineering Technologies/Technicians.,1,Undergraduate Certificate or Diploma,15031
1503,Electrical Engineering Technologies/Technicians.,2,Associate's Degree,15032
1505,Environmental Control Technologies/Technicians.,2,Associate's Degree,15052
5110,Clinical/Medical Laboratory Science/Research and Allied Professions.,2,Associate's Degree,51102
5115,Mental and Social Health Services and Allied Professions.,2,Associate's Degree,51152
5135,Somatic Bodywork and Related Therapeutic Services.,1,Undergraduate Certificate or Diploma,51351
5218,"General Sales, Merchandising and Related Marketing Operations.",2,Associate's Degree,52182
1508,Mechanical Engineering Related Technologies/Technicians.,2,Associate's Degree,15082
4102,Nuclear and Industrial Radiologic Technologies/Technicians.,2,Associate's Degree,41022
4603,Electrical and Power Transmission Installers.,2,Associate's Degree,46032
4605,Plumbing and Related Water Supply Services.,1,Undergraduate Certificate or Diploma,46051
1205,Culinary Arts and Related Services.,1,Undergraduate Certificate or Diploma,12051
1205,Culinary Arts and Related Services.,2,Associate's Degree,12052
1500,"Engineering Technology, General.",1,Undergraduate Certificate or Diploma,15001
1500,"Engineering Technology, General.",2,Associate's Degree,15002
4700,"Mechanics and Repairers, General.",2,Associate's Degree,47002
4901,Air Transportation.,1,Undergraduate Certificate or Diploma,49011
4901,Air Transportation.,2,Associate's Degree,49012
5107,Health and Medical Administrative Services.,2,Associate's Degree,51072
5115,Mental and Social Health Services and Allied Professions.,1,Undergraduate Certificate or Diploma,51151
1102,Computer Programming.,2,Associate's Degree,11022
1102,Computer Programming.,3,Bachelors Degree,11023
1109,Computer Systems Networking and Telecommunications.,1,Undergraduate Certificate or Diploma,11091
1109,Computer Systems Networking and Telecommunications.,2,Associate's Degree,11092
1599,"Engineering Technologies/Technicians, Other.",2,Associate's Degree,15992
2313,Rhetoric and Composition/Writing Studies.,3,Bachelors Degree,23133
2604,Cell/Cellular Biology and Anatomical Sciences.,3,Bachelors Degree,26043
3904,Religious Education.,3,Bachelors Degree,39043
3902,Bible/Biblical Studies.,2,Associate's Degree,39022
4702,"Heating, Air Conditioning, Ventilation and Refrigeration Maintenance Technology/Technician (HAC, HACR, HVAC, HVACR).",2,Associate's Degree,47022
1507,Quality Control and Safety Technologies/Technicians.,3,Bachelors Degree,15073
1599,"Engineering Technologies/Technicians, Other.",3,Bachelors Degree,15993
1599,"Engineering Technologies/Technicians, Other.",5,Master's Degree,15995
3101,"Parks, Recreation and Leisure Studies.",3,Bachelors Degree,31013
3105,Health and Physical Education/Fitness.,8,Graduate/Professional Certificate,31058
4499,"Public Administration and Social Service Professions, Other.",3,Bachelors Degree,44993
4499,"Public Administration and Social Service Professions, Other.",6,Doctoral Degree,44996
4499,"Public Administration and Social Service Professions, Other.",8,Graduate/Professional Certificate,44998
4510,Political Science and Government.,8,Graduate/Professional Certificate,45108
1002,Audiovisual Communications Technologies/Technicians.,1,Undergraduate Certificate or Diploma,10021
1002,Audiovisual Communications Technologies/Technicians.,2,Associate's Degree,10022
1203,Funeral Service and Mortuary Science.,1,Undergraduate Certificate or Diploma,12031
1203,Funeral Service and Mortuary Science.,2,Associate's Degree,12032
1510,Construction Engineering Technologies.,1,Undergraduate Certificate or Diploma,15101
1510,Construction Engineering Technologies.,2,Associate's Degree,15102
5110,Clinical/Medical Laboratory Science/Research and Allied Professions.,1,Undergraduate Certificate or Diploma,51101
2904,Military Systems and Maintenance Technology.,2,Associate's Degree,29042
105,Agricultural and Domestic Animal Services.,3,Bachelors Degree,1053
4201,"Psychology, General.",2,Associate's Degree,42012
4407,Social Work.,2,Associate's Degree,44072
4604,"Building/Construction Finishing, Management, and Inspection.",2,Associate's Degree,46042
3001,Biological and Physical Sciences.,3,Bachelors Degree,30013
4227,Research and Experimental Psychology.,5,Master's Degree,42275
305,Forestry.,1,Undergraduate Certificate or Diploma,3051
305,Forestry.,2,Associate's Degree,3052
999,"Communication, Journalism, and Related Programs, Other.",3,Bachelors Degree,9993
1109,Computer Systems Networking and Telecommunications.,3,Bachelors Degree,11093
5001,"Visual and Performing Arts, General.",3,Bachelors Degree,50013
3023,Intercultural/Multicultural and Diversity Studies.,3,Bachelors Degree,30233
1301,"Education, General.",7,First Professional Degree,13017
1305,Educational/Instructional Media Design.,7,First Professional Degree,13057
1501,Architectural Engineering Technologies/Technicians.,1,Undergraduate Certificate or Diploma,15011
1504,Electromechanical Instrumentation and Maintenance Technologies/Technicians.,1,Undergraduate Certificate or Diploma,15041
1205,Culinary Arts and Related Services.,3,Bachelors Degree,12053
1500,"Engineering Technology, General.",3,Bachelors Degree,15003
1907,"Human Development, Family Studies, and Related Services.",8,Graduate/Professional Certificate,19078
3000,"Multi-/Interdisciplinary Studies, General.",5,Master's Degree,30005
3033,Sustainability Studies.,3,Bachelors Degree,30333
3199,"Parks, Recreation, Leisure, and Fitness Studies, Other.",3,Bachelors Degree,31993
3199,"Parks, Recreation, Leisure, and Fitness Studies, Other.",5,Master's Degree,31995
4227,Research and Experimental Psychology.,3,Bachelors Degree,42273
4407,Social Work.,8,Graduate/Professional Certificate,44078
4511,Sociology.,8,Graduate/Professional Certificate,45118
5010,"Arts, Entertainment,and Media Management.",3,Bachelors Degree,50103
5102,Communication Disorders Sciences and Services.,2,Associate's Degree,51022
5123,Rehabilitation and Therapeutic Professions.,2,Associate's Degree,51232
5131,Dietetics and Clinical Nutrition Services.,4,Post-baccalaureate Certificate,51314
5205,Business/Corporate Communications.,1,Undergraduate Certificate or Diploma,52051
5199,"Health Professions and Related Clinical Sciences, Other.",1,Undergraduate Certificate or Diploma,51991
1504,Electromechanical Instrumentation and Maintenance Technologies/Technicians.,2,Associate's Degree,15042
1905,"Foods, Nutrition, and Related Services.",2,Associate's Degree,19052
1909,Apparel and Textiles.,1,Undergraduate Certificate or Diploma,19091
4902,Ground Transportation.,2,Associate's Degree,49022
1311,Student Counseling and Personnel Services.,3,Bachelors Degree,13113
1412,Engineering Physics.,3,Bachelors Degree,14123
1505,Environmental Control Technologies/Technicians.,5,Master's Degree,15055
1612,"Classics and Classical Languages, Literatures, and Linguistics.",3,Bachelors Degree,16123
2201,Law.,6,Doctoral Degree,22016
2203,Legal Support Services.,4,Post-baccalaureate Certificate,22034
3899,"Philosophy and Religious Studies, Other.",3,Bachelors Degree,38993
